":ID","id","name","fullName","scheme","firstReleaseYear:int","governanceStatement","statusStatement","description","sourceJurisdictionLabel","assertedBy","authoritativeSource","sourceVersion","mappingStatus","judgementReason","whyAStandard","isNiche:boolean","evidenceStatus",":LABEL","regulatoryRequirementReference"
"standard:airflow","airflow","Apache Airflow","Apache Airflow","","2015","Apache Software Foundation","Stable; mature platform for scheduled, finite batch workflows","","","","","","","","","false","OFFICIAL_SOURCE_EXTENSION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:airflow","assessment-airflow","Apache Airflow landscape assessment","","","","","","","","","","","","Mature and widely supported for scheduled, finite batch workflows; consider alternatives for highly dynamic, decentralised or continuously running event-stream workloads.","","","EDITORIAL_ASSESSMENT","LandscapeAssessment",""
"standard:prefect","prefect","Prefect","Prefect","","2018","Prefect Technologies, Inc. (vendor-led open source)","Actively maintained open-source workflow orchestration platform","","","","","","","","","false","OFFICIAL_SOURCE_EXTENSION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:prefect","assessment-prefect","Prefect landscape assessment","","","","","","","","","","","","Python-native orchestration with dynamic workflows, retries, state tracking and transactional controls; promising for data pipelines, but independent evidence remains limited and governance is vendor-led.","","","EDITORIAL_ASSESSMENT","LandscapeAssessment",""
"standard:temporal","temporal","Temporal","Temporal","","2019","Temporal Technologies, Inc. (vendor-led open source)","Actively maintained durable-execution platform","","","","","","","","","false","OFFICIAL_SOURCE_EXTENSION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:temporal","assessment-temporal","Temporal landscape assessment","","","","","","","","","","","","Strong choice when durable execution, recovery and long-running workflow state are primary requirements; less data-pipeline-specific than conventional orchestrators and requires additional operational commitment.","","","EDITORIAL_ASSESSMENT","LandscapeAssessment",""
"regulation:gdpr","gdpr","GDPR","General Data Protection Regulation","","2016","European Union","Regulation (EU) 2016/679; applicable since May 2018","The EU's personal data regime: lawful basis, purpose limitation, data minimisation, data subject rights, records of processing, transfer rules, and breach notification within 72 hours. | For a data platform it is the source of most catalogue metadata obligations you cannot avoid: what personal data you hold, why you hold it, who it goes to, and how long you keep it. ISO/IEC 27701 and the EU Cloud Code of Conduct are the usual ways of evidencing it.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:eu-ai-act","eu-ai-act","EU AI Act","Artificial Intelligence Act","","2024","European Union","Regulation (EU) 2024/1689; prohibitions since February 2025, general-purpose AI rules since August 2025, high-risk obligations from 2027","A risk-tiered regime for AI systems: prohibited practices, obligations for high-risk systems (risk management, data governance, technical documentation, logging, human oversight, accuracy and robustness), transparency duties, and a separate track for general-purpose AI models. | Its data governance article is the one that lands on data teams: training, validation and test data sets must be relevant, sufficiently representative, and as far as possible free of errors and complete. ISO/IEC 42001 and the forthcoming CEN-CENELEC standards are how conformity gets demonstrated.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:eu-data-act","eu-data-act","Data Act","EU Data Act","","2023","European Union","Regulation (EU) 2023/2854; in force January 2024, applicable since 12 September 2025","Rules on access to and use of data generated by connected products and related services: users get access to the data their devices produce and can direct it to third parties, with contractual fairness rules and safeguards against unlawful international access. | It also mandates cloud switching and interoperability, removing egress charges over time and requiring providers to support portability. That makes open formats and portable contracts a legal argument, not only an architectural preference.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:eu-dga","eu-dga","DGA","Data Governance Act","","2022","European Union","Regulation (EU) 2022/868; applicable since September 2023","The framework for data sharing across the EU: re-use of protected public sector data, a notification regime for data intermediation services, and rules for recognised data altruism organisations. | It is the legal scaffolding under the European data spaces, and the reason the Dataspace Protocol, Gaia-X and the DSSC Blueprint exist as concrete implementations rather than position papers.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:nis2","nis2","NIS2","Network and Information Security Directive 2","","2022","European Union","Directive (EU) 2022/2555; national transposition was due October 2024, and several member states ran late","Cybersecurity risk management and incident reporting duties for essential and important entities across energy, transport, health, digital infrastructure, public administration and more, with management bodies personally accountable for compliance. | Being a directive, what binds you is the national transposition, not the text itself, so the detail varies by member state. ISO/IEC 27001 and IT-Grundschutz are the usual routes to demonstrating the required measures.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:dora","dora","DORA","Digital Operational Resilience Act","","2022","European Union","Regulation (EU) 2022/2554; applies since 17 January 2025","ICT risk management, incident classification and reporting, resilience testing, and third-party risk oversight for financial entities, plus a supervisory regime for critical ICT providers serving them. | The third-party chapter is what reaches data platforms: a register of information on every ICT contract, mandated contractual terms, exit strategies, and concentration risk analysis. Your data vendors become items in a supervisory filing.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:eu-cra","eu-cra","CRA","Cyber Resilience Act","","2024","European Union","Regulation (EU) 2024/2847; reporting from September 2026, main obligations from December 2027","Cybersecurity requirements for products with digital elements placed on the EU market: secure-by-design obligations, vulnerability handling for the support period, and reporting of actively exploited vulnerabilities. | It puts an SBOM obligation into EU law for the first time, which is why SPDX and CycloneDX moved from good practice to procurement requirement.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:bcbs-239","bcbs-239","BCBS 239","Principles for Effective Risk Data Aggregation and Risk Reporting","","2013","Basel Committee on Banking Supervision","Published 2013; supervisory expectations ongoing","Fourteen principles on governance, data architecture, accuracy, completeness, timeliness and adaptability of risk data, written for global systemically important banks after the financial crisis exposed how few could aggregate their own exposures quickly. | It is the closest thing to a regulation about data architecture itself, and the reason lineage, ownership and data quality metrics are audited artefacts in banking. DCAM is the usual assessment vehicle.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:sox","sox","SOX","Sarbanes-Oxley Act","","2002","US Congress / SEC / PCAOB","Enacted 2002; Sections 302 and 404 drive the controls work","Requires management and auditors to assess and attest to internal control over financial reporting, with personal certification by the CEO and CFO. | Section 404 is why access controls, change management and audit trails on financial data pipelines are tested annually. Any data product feeding the numbers in a listed company's filings is in scope.","US / Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:hipaa","hipaa","HIPAA","Health Insurance Portability and Accountability Act","","1996","US HHS / OCR","Enacted 1996; Privacy, Security and Breach Notification Rules","The US regime for protected health information: the Privacy Rule on permitted use and disclosure, the Security Rule on administrative, physical and technical safeguards, and mandatory breach notification. | Its business associate agreements pull every downstream processor into scope, which is why de-identification and minimum-necessary access are design constraints on any health data platform touching the US.","US","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:ccpa-cpra","ccpa-cpra","CCPA / CPRA","California Consumer Privacy Act, as amended","","2018","California Privacy Protection Agency","CCPA 2018, amended by CPRA; enforced by the CPPA","California's consumer privacy regime: rights to know, delete, correct and opt out of the sale or sharing of personal information, plus limits on the use of sensitive personal information. | It is the template most other US state privacy laws copied, so building for CCPA generally buys you the rest of the patchwork: an opt-out signal and a deletion path that actually reaches every downstream copy.","US","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:dama-dmbok","dama-dmbok","DAMA-DMBOK2","Data Management Body of Knowledge, 2nd Edition","","2009","DAMA International","2nd edition (2017), revised 2024; a DMBOK 3.0 project started in 2025","The reference body of knowledge for enterprise data management, organised around eleven knowledge areas: governance, architecture, modelling, storage, security, integration, reference and master data, warehousing, metadata, quality, and document management. | It is not a certifiable standard and prescribes no controls. Its value under regulatory pressure is the shared vocabulary: when an auditor asks who owns a data set and how its quality is measured, DMBOK gives you the roles and processes to point at.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:dcam","dcam","DCAM","Data Management Capability Assessment Model","","2014","EDM Council","v3: eight components, 34 capabilities and 101 sub-capabilities","A capability assessment model that scores an organisation's data management maturity across eight components, from data governance and architecture to data quality and technology architecture, broken down into 34 capabilities and 101 sub-capabilities. | Widely used in banking and insurance as the structured evidence base behind BCBS 239 and comparable supervisory expectations. The assessment output is what turns ""we manage our data well"" into a defensible score with a remediation roadmap, run in-house or through an authorised partner.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:cdmc","cdmc","CDMC","Cloud Data Management Capabilities","","2021","EDM Council","v1.1 (2021); 14 key controls and automations","A framework for managing and protecting sensitive data in cloud, multi-cloud and hybrid environments, built around fourteen key controls covering classification, ownership, cataloguing, entitlements, and data sovereignty. | It is the cloud-native complement to DCAM rather than a replacement: the key controls are written to be automatable, which makes CDMC the more practical fit when your evidence has to come out of a lakehouse rather than a policy document.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-38505","iso-38505","ISO/IEC 38505","Governance of Data","","2017","ISO/IEC JTC 1/SC 40","Part 1 published 2017; Part 2 (data analytics) 2018","Applies the ISO/IEC 38500 IT governance principles specifically to data, giving boards and executives a model for the accountability, strategy and conformance of data use. | Deliberately high level: it tells a governing body what questions to ask, not how to implement controls. Pair it with a control framework if you need something auditable.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-8000","iso-8000","ISO 8000","Data Quality","","2009","ISO TC 184/SC 4","Multi-part series; parts published from 2009 onwards","A multi-part standard for data quality, best known for its master data parts: syntax, semantic encoding, provenance and the requirements a data set must meet to be exchanged between organisations without loss of meaning. | It is the standard cited when quality has to be a contractual property of the data itself rather than a property of the pipeline that produced it, which is exactly the framing supply chain and product data regulation tends to use.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-11179","iso-11179","ISO/IEC 11179","Metadata Registries","","1999","ISO/IEC JTC 1/SC 32","Multi-part series; Part 1 first published 1999","Specifies how data elements are named, defined, classified and registered so that meaning survives movement between systems and organisations. It is the metadata registry model underneath national statistics offices, health data authorities and public sector registries. | Heavyweight for a product team, but if you file data to a regulator that runs an 11179 registry, its concepts (data element concept, value domain, conceptual domain) are the shape your submissions have to take.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-25012","iso-25012","ISO/IEC 25012","Data Quality Model","","2008","ISO/IEC JTC 1/SC 7","Published 2008; part of the SQuaRE series","Defines a general data quality model with fifteen characteristics (accuracy, completeness, consistency, credibility, currentness, accessibility, compliance, confidentiality, and others), split into inherent and system-dependent views. | Useful as the dictionary behind your data quality checks: when a contract or regulation says data must be ""accurate and complete"", 25012 is where those words have an agreed definition.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:odrl","odrl","ODRL","Open Digital Rights Language","","2018","W3C","ODRL 2.2 W3C Recommendation (2018)","A policy expression language for permissions, prohibitions and obligations over any asset: who may use this data, for what purpose, under which constraint, and with what duty attached. | It is the vocabulary European data space initiatives use to make terms of use machine-enforceable rather than PDF-shaped. If you need to carry a purpose limitation alongside the data itself, this is the standard to reach for.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:dpv","dpv","DPV","Data Privacy Vocabulary","","2022","W3C Data Privacy Vocabularies and Controls CG","DPV 2.3 (2026); DPVCG report with GDPR, DGA, EHDS and AI Act extensions","A vocabulary for expressing personal data handling in machine-readable form: personal data categories, purposes, legal bases, processing operations, recipients, and the technical and organisational measures applied. | Ships with jurisdiction extensions (EU GDPR, EU AI Act, and others), which makes it the practical bridge between a records-of-processing obligation and metadata your catalogue can actually hold.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:opa","opa","OPA","Open Policy Agent","","2016","CNCF (graduated)","CNCF graduated project since 2021; Rego policy language","A general-purpose policy engine with its own declarative language, Rego. Policies are decoupled from the services that enforce them: the service asks OPA for a decision, OPA answers from policy and data. | The compliance value is evidence. Policy is code, decisions are logged, and ""access was denied because of clause X"" becomes a query rather than an interview.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:xacml","xacml","XACML","eXtensible Access Control Markup Language","","2003","OASIS","XACML 3.0 OASIS Standard (2013)","The XML policy language and reference architecture that gave attribute-based access control its vocabulary: policy decision point, policy enforcement point, policy information point. | The architecture outlived the syntax. New systems adopt the PDP/PEP split but express the policy in Rego or Cedar; you will still meet XACML in identity and healthcare platforms that standardised on it a decade ago.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-27001","iso-27001","ISO/IEC 27001","Information Security Management Systems","","2005","ISO/IEC JTC 1/SC 27","ISO/IEC 27001:2022 current; certifiable","The requirements standard for an information security management system: scope, risk assessment, risk treatment, the Annex A control set, and the management processes that keep it alive. | It is the anchor certification of the compliance world. NIS2, DORA and sectoral supervisors do not mandate it by name, but an accredited 27001 certificate is the artefact most readily accepted as evidence that a management system exists.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:nist-csf","nist-csf","NIST CSF","Cybersecurity Framework 2.0","","2014","NIST","CSF 2.0 (2024); six functions including Govern","An outcome-based framework organised into six functions (Govern, Identify, Protect, Detect, Respond, Recover), each broken into categories and subcategories that describe what good looks like without prescribing how to get there. | Version 2.0 added the Govern function and dropped the critical-infrastructure framing, which is what made it usable as a general risk-communication layer above whatever control catalogue you actually implement.","US / Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:nist-rmf","nist-rmf","NIST RMF","Risk Management Framework (SP 800-37)","","2010","NIST","Revision 2 (2018)","The seven-step process (prepare, categorise, select, implement, assess, authorise, monitor) that US federal systems follow to select and authorise security controls from SP 800-53. | It is a process standard, not a control catalogue. Outside the US federal supply chain, the categorise-select-assess loop is worth borrowing even if the authorisation ceremony is not.","US","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:bsi-grundschutz","bsi-grundschutz","Grundschutz","BSI IT-Grundschutz","","1994","BSI (Germany)","BSI Standards 200-1, 200-2 and 200-3, with 200-4 for business continuity; Kompendium revised regularly","The German federal information security methodology: a modular catalogue of building blocks, each with concrete threats and required safeguards, plus the BSI Standards that describe the management system around them. | Its distinguishing feature is prescriptiveness: where ISO/IEC 27001 says ""assess your risk"", IT-Grundschutz hands you a baseline of measures per component. Certification is available as ISO/IEC 27001 on the basis of IT-Grundschutz.","EU / Germany","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-27002","iso-27002","ISO/IEC 27002","Information Security Controls","","2005","ISO/IEC JTC 1/SC 27","ISO/IEC 27002:2022; 93 controls in four themes","The companion control catalogue to ISO/IEC 27001: for each control, what it is for, how to implement it, and what other guidance applies. The 2022 revision restructured 114 controls into 93 across organisational, people, physical and technological themes. | It introduced attributes (control type, security property, operational capability) so controls can be mapped to other frameworks mechanically instead of by hand.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:nist-800-53","nist-800-53","NIST SP 800-53","Security and Privacy Controls for Information Systems","","2005","NIST","Revision 5 (2020); patch release 5.2.0 in 2025","A catalogue of over a thousand security and privacy controls across twenty families, with baselines for low, moderate and high impact systems, published free of charge and machine-readable via OSCAL. | Even outside US federal scope it is the reference people map to when two frameworks disagree: 800-53 usually has the finer-grained control that both can point at.","US / Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:cis-controls","cis-controls","CIS Controls","CIS Critical Security Controls","","2008","Center for Internet Security","v8.1 (June 2024): 18 controls, 153 safeguards, three implementation groups","Eighteen prioritised controls with 153 safeguards, split into three implementation groups so a small organisation can implement the first group and honestly claim a baseline. | Paired with the CIS Benchmarks, the hardening configurations for operating systems, cloud services and databases that most CIS-aligned tooling actually checks against.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-27701","iso-27701","ISO/IEC 27701","Privacy Information Management System","","2019","ISO/IEC JTC 1/SC 27","27701:2019 as a 27001 extension; 2025 revision makes it standalone","Extends an information security management system into a privacy information management system, with separate requirements for controllers and processors and a mapping annex to GDPR articles. | The GDPR mapping is the reason it matters: it turns ""we comply with GDPR"" into a set of auditable management-system requirements a certification body can actually test.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-27018","iso-27018","ISO/IEC 27018","Protection of PII in Public Clouds","","2014","ISO/IEC JTC 1/SC 27","ISO/IEC 27018:2019","A code of practice for public cloud providers acting as processors of personally identifiable information: consent and choice, purpose limitation, disclosure to third parties, return and deletion, and transparency about sub-processors. | Every major cloud provider certifies against it, so it is more often something you inherit from a vendor than something you implement, but it is the right question to ask of any processor in the chain.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:nist-privacy","nist-privacy","NIST Privacy Framework","NIST Privacy Framework","","2020","NIST","Version 1.0 (2020); 1.1 in development alongside CSF 2.0","A voluntary framework structured like the Cybersecurity Framework (Identify, Govern, Control, Communicate, Protect) for managing privacy risk arising from data processing, not only from breaches. | Its useful contribution is separating privacy risk from security risk: problematic data actions can be entirely secure and still harm people. That distinction is what data minimisation and purpose limitation arguments hang on.","US / Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-29100","iso-29100","ISO/IEC 29100","Privacy Framework","","2011","ISO/IEC JTC 1/SC 27","Published 2011, amended 2018","The privacy terminology and principles standard: PII, PII principal, PII controller, PII processor, and eleven privacy principles that later ISO privacy standards build on. | Still the normative source of those definitions, but as an implementation target it has been overtaken by ISO/IEC 27701 and the 27018/27550 family.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:mitre-attack","mitre-attack","MITRE ATT&CK","Adversarial Tactics, Techniques and Common Knowledge","","2013","MITRE","Enterprise, Mobile and ICS matrices; annual releases (v19, April 2026)","A curated knowledge base of adversary tactics and techniques observed in the wild, organised as matrices and identified by stable technique IDs. | Those IDs are the point. Detections, threat reports, purple-team exercises and supervisory incident reports can all reference the same technique, which is how you answer ""are we covered?"" with a map rather than an opinion.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:mitre-d3fend","mitre-d3fend","MITRE D3FEND","Defensive Countermeasures Knowledge Graph","","2021","MITRE","1.0 released January 2025; matrix at version 1.4","A knowledge graph of defensive techniques across seven tactics (model, harden, detect, isolate, deceive, evict, restore) with explicit digital artefact relationships linking each countermeasure to the offensive techniques it addresses. | Where ATT&CK tells you what attackers do, D3FEND gives you a vocabulary for what your controls actually do about it. Adoption in commercial tooling is growing but not yet the default.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:cwe","cwe","CWE","Common Weakness Enumeration","","2006","MITRE / CISA","Actively maintained; CWE Top 25 published annually","A hierarchical catalogue of software and hardware weakness types: the class of flaw (CWE) as distinct from the individual vulnerability instance (CVE). | Static analysis findings, penetration test reports and secure development requirements all reference CWE IDs, which makes it the join key between your scanner output and the control you claim satisfies it.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:capec","capec","CAPEC","Common Attack Pattern Enumeration and Classification","","2007","MITRE","Actively maintained; cross-referenced with CWE and ATT&CK","A catalogue of attack patterns, the method by which a weakness is exploited, cross-referenced to the CWE weaknesses they target and the ATT&CK techniques they realise. | It sits between the two: use it when a threat model needs to explain how a specific weakness becomes a specific technique.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:stix","stix","STIX","Structured Threat Information Expression","","2012","OASIS Cyber Threat Intelligence TC","STIX 2.1 OASIS Standard (2021), with errata published in 2025","A JSON data model for cyber threat intelligence: indicators, observed data, threat actors, campaigns, malware, courses of action, and the relationships between them. | Relevant to regulated entities mainly through mandated reporting and sector information-sharing schemes, where the ISAC or supervisor expects machine-readable submissions rather than email.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:taxii","taxii","TAXII","Trusted Automated Exchange of Intelligence Information","","2012","OASIS Cyber Threat Intelligence TC","TAXII 2.1 OASIS Standard (2021)","The HTTPS application protocol for exchanging STIX content: collections to pull from, channels to subscribe to, and the API endpoints a sharing community agrees on. | Deploy it when you join a sharing community that runs one; there is no reason to adopt it in isolation.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-42001","iso-42001","ISO/IEC 42001","Artificial Intelligence Management System","","2023","ISO/IEC JTC 1/SC 42","Published December 2023; certifiable","A management system standard for artificial intelligence, built on the same Annex SL structure as ISO/IEC 27001: context, leadership, planning, support, operation, evaluation, improvement, with AI-specific controls covering impact assessment, data for AI systems, and lifecycle documentation. | It does not make you AI Act compliant on its own; the Act's harmonised standards are being written by CEN-CENELEC. But it is the management system regulators, customers and insurers can already audit against, and its documentation obligations line up closely with the Act's technical documentation requirements.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-23894","iso-23894","ISO/IEC 23894","AI Risk Management Guidance","","2023","ISO/IEC JTC 1/SC 42","Published 2023","Guidance on managing risk specific to AI systems, applying the ISO 31000 risk management process to AI-specific sources of risk: data quality, model behaviour, autonomy, transparency, and human oversight. | Non-certifiable and deliberately procedural. Read it as the implementation companion when 42001 asks for an AI risk assessment and you need to decide what that actually contains.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:nist-ai-rmf","nist-ai-rmf","NIST AI RMF","AI Risk Management Framework","","2023","NIST","AI RMF 1.0 (2023) plus the Generative AI Profile (2024)","A voluntary framework organised into four functions (Govern, Map, Measure, Manage) for identifying and managing risks across the AI lifecycle, with a companion playbook of concrete actions. | The Generative AI Profile extends it to foundation-model risks: confabulation, data leakage, provenance, and the supply chain of models you did not train yourself.","US / Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:cen-clc-jtc21","cen-clc-jtc21","JTC 21","CEN-CENELEC JTC 21: Harmonised European Standards for AI","","2021","CEN-CENELEC JTC 21","Standardisation request under the AI Act; deliverables in progress, none yet cited in the Official Journal","The joint technical committee drafting the harmonised European standards for the EU AI Act, covering risk management, data governance and data quality, transparency, human oversight, accuracy and robustness, and conformity assessment for high-risk AI systems. | Once cited in the Official Journal, conformity with these standards gives a presumption of conformity with the corresponding AI Act requirements, which is why anyone building high-risk AI in Europe should be tracking the drafts rather than waiting.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-5259","iso-5259","ISO/IEC 5259","Data Quality for Analytics and Machine Learning","","2024","ISO/IEC JTC 1/SC 42","Multi-part series; core parts published from 2024","A series covering data quality for analytics and machine learning: vocabulary, quality measures, management requirements, a process framework, and governance of the data used to train and evaluate models. | It is the standards work that most directly addresses what ""relevant, representative, free of errors and complete"" is supposed to mean when a regulator says it about training data.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:owasp-llm-top10","owasp-llm-top10","OWASP LLM Top 10","OWASP Top 10 for LLM Applications","","2023","OWASP","2025 edition (March 2025); part of the OWASP GenAI Security Project","The consensus risk list for applications built on large language models: prompt injection, sensitive information disclosure, supply chain, data and model poisoning, improper output handling, excessive agency, and more. | Directly relevant wherever an LLM touches governed data: a retrieval pipeline over regulated data inherits every one of these risks, and this is the list auditors have started asking about by name.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:owasp-api-top10","owasp-api-top10","OWASP API Top 10","OWASP API Security Top 10","","2019","OWASP","2023 edition","The API-specific risk list: broken object level authorisation, broken authentication, broken object property level authorisation, unrestricted resource consumption, and the rest of the failures that dominate real API breaches. | Authorisation failures top the list because APIs expose object identifiers directly, the same shape of mistake that turns a data product output port into an unintended bulk export.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:owasp-asvs","owasp-asvs","OWASP ASVS","Application Security Verification Standard","","2009","OWASP","Version 5.0 (2025)","A catalogue of application security requirements organised into verification levels, written so each requirement can be tested rather than asserted. | Unlike the Top 10 lists, ASVS is a requirements standard: it is what you put in a supplier contract or a definition of done when ""secure"" has to survive contact with an auditor.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:owasp-samm","owasp-samm","OWASP SAMM","Software Assurance Maturity Model","","2009","OWASP","Version 2 (2020)","A maturity model for secure software delivery across five business functions (governance, design, implementation, verification, operations), each with streams scored at three maturity levels. | Its purpose is direction rather than certification: measure where you are, choose the next increment, re-measure. The output is a roadmap, which is what most secure-development clauses in regulation actually expect you to have.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:owasp-ml-top10","owasp-ml-top10","OWASP ML Top 10","OWASP Machine Learning Security Top 10","","2023","OWASP","Draft; superseded in practice by the GenAI project for LLM work","A risk list for classical machine learning systems: input manipulation, data poisoning, model inversion, membership inference, model theft, and transfer learning attacks. | Still the better reference for a trained-in-house model that is not a language model. Treat it as a checklist rather than a standard: the document has been in draft for years.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:csa-ccm","csa-ccm","CSA CCM","Cloud Controls Matrix","","2010","Cloud Security Alliance","CCM v4.1: 197 control objectives in 17 domains; CAIQ and the STAR registry","A cloud-specific control framework of nearly two hundred control objectives across seventeen domains, with a shared responsibility model that says which controls belong to the provider and which to the customer. | The companion CAIQ questionnaire and the public STAR registry are what make it operationally useful: for most major cloud services, the answers already exist and can be diffed rather than requested.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:iso-27017","iso-27017","ISO/IEC 27017","Cloud Security Controls","","2015","ISO/IEC JTC 1/SC 27","ISO/IEC 27017:2015","A code of practice adding cloud-specific implementation guidance to the ISO/IEC 27002 controls, plus seven controls that exist only in a cloud context: shared roles, virtual machine hardening, administrator operations, monitoring, and segregation in virtual environments. | Certification is normally an extension of a 27001 audit rather than a standalone exercise.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:bsi-c5","bsi-c5","BSI C5","Cloud Computing Compliance Criteria Catalogue","","2016","BSI (Germany)","C5:2020: 121 criteria in 17 areas; attested under ISAE 3000","A criteria catalogue for cloud service security, assessed by an auditor and reported as an attestation rather than a certificate, so the customer receives a full report, including the auditor's findings, not just a pass mark. | The transparency criteria are the distinctive part: providers must disclose jurisdiction, data location, and the legal environment they operate under, which is exactly what a European data sovereignty review needs to see.","EU / Germany","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
